City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Sarakhs,36.54,61.16,93.2,12.0,0.0,6.93,IR,1593507246
Fallon,39.47,-118.78,57.99,37.0,1.0,5.82,US,1593507136
Jalu,29.03,21.55,90.09,22.0,0.0,6.87,LY,1593507248
West Chester,39.96,-75.61,68.0,72.0,1.0,6.2,US,1593507249
Jørpeland,59.02,6.04,62.6,63.0,75.0,5.82,NO,1593507250
Øksfjord,70.24,22.35,42.8,70.0,75.0,8.05,NO,1593507251
Tsiroanomandidy,-18.77,46.03,80.24,29.0,0.0,3.87,MG,1593507252
Riyadh,24.69,46.72,109.4,10.0,2.0,4.7,SA,1593507076
Korla,41.76,86.15,84.81,12.0,0.0,7.54,CN,1593507253
Nouadhibou,20.93,-17.03,69.8,83.0,0.0,20.8,MR,1593507254
Shingū,33.73,135.98,77.0,94.0,75.0,16.11,JP,1593507254
Danjiangkou,32.54,111.51,100.36,30.0,6.0,5.23,CN,1593507255
Gogrial,8.53,28.1,82.11,66.0,96.0,9.31,SS,1593507256
Diego de Almagro,-26.37,-70.05,42.73,64.0,0.0,1.21,CL,1593507257
Emerald,-23.53,148.17,62.6,88.0,90.0,10.29,AU,1593507072
Nazas,25.23,-104.13,77.77,50.0,94.0,4.29,MX,1593507258
Kolpny,52.23,37.04,70.95,71.0,38.0,8.41,RU,1593507259
Marawi,8.0,124.29,76.55,78.0,28.0,3.94,PH,1593507260
Marzuq,14.4,46.47,96.82,13.0,81.0,7.29,YE,1593507260
Felanitx,39.47,3.15,86.0,58.0,0.0,3.36,ES,1593507261
Monrovia,6.3,-10.8,75.2,94.0,75.0,7.81,LR,1593507262
Homer,59.64,-151.55,53.01,81.0,1.0,5.88,US,1593507262
Jiwani,25.05,61.74,87.89,71.0,0.0,15.48,PK,1593507263
Harper,4.38,-7.72,77.86,76.0,99.0,8.14,LR,1593507264
Yangi Marg`ilon,40.43,71.72,87.8,15.0,97.0,6.93,UZ,1593507264
Zhigansk,66.77,123.37,82.83,32.0,100.0,3.38,RU,1593507265
Pasni,25.26,63.47,87.28,72.0,0.0,13.06,PK,1593507266
Corumbá,-19.01,-57.65,68.0,77.0,99.0,3.87,BR,1593507267
Krasnoarmiys'k,48.28,37.18,79.99,50.0,6.0,6.67,UA,1593507267
Iwanai,42.97,140.51,68.29,80.0,100.0,2.3,JP,1593507268
Marrakesh,31.63,-8.01,77.0,65.0,0.0,4.7,MA,1593507269
Panzhihua,26.59,101.71,75.63,76.0,100.0,1.48,CN,1593507269
Longyearbyen,78.22,15.64,44.6,56.0,75.0,6.93,SJ,1593507112
Santa Rosa,14.31,121.11,89.6,62.0,40.0,17.22,PH,1593507271
Ust-Tsilma,65.44,52.15,56.14,46.0,88.0,6.29,RU,1593507271
Buala,-8.14,159.59,81.09,75.0,63.0,2.64,SB,1593507272
Paamiut,61.99,-49.67,39.04,89.0,0.0,11.86,GL,1593507273
Vostok,46.49,135.88,65.1,85.0,6.0,2.68,RU,1593507273
Gladstone,-23.85,151.25,69.8,52.0,90.0,8.05,AU,1593507274
Laredo,27.51,-99.51,82.4,74.0,1.0,14.99,US,1593507114
Asău,46.43,26.4,72.0,83.0,45.0,1.95,RO,1593507275
Swakopmund,-22.68,14.53,82.0,13.0,0.0,5.99,NA,1593507276
Saint George,37.1,-113.58,66.2,16.0,1.0,3.36,US,1593507142
Marabá,-5.37,-49.12,71.6,94.0,21.0,0.11,BR,1593507278
Bindura,-17.3,31.33,73.8,30.0,0.0,5.55,ZW,1593507278
Ampanihy,-24.7,44.75,73.29,46.0,24.0,9.53,MG,1593507279
Bulgan,48.81,103.53,75.36,45.0,38.0,2.33,MN,1593507280
Mazamari,-11.33,-74.53,67.84,81.0,70.0,0.76,PE,1593507281
Bahía Honda,22.9,-83.16,77.47,90.0,84.0,5.99,CU,1593507281
Karratha,-20.74,116.85,81.12,32.0,0.0,11.1,AU,1593507283
Altamira,-3.2,-52.21,70.7,98.0,37.0,1.86,BR,1593507283
Samarai,-10.62,150.67,78.26,83.0,79.0,13.53,PG,1593507285
Penzance,50.12,-5.54,61.0,100.0,90.0,19.46,GB,1593507286
Scottsboro,34.67,-86.03,70.0,100.0,90.0,0.45,US,1593507069
Chingirlau,51.09,54.08,67.69,42.0,38.0,8.32,KZ,1593507288
Hornepayne,49.21,-84.77,62.64,72.0,100.0,4.97,CA,1593507288
Kruisfontein,-34.0,24.73,60.94,60.0,3.0,4.52,ZA,1593507289
Alghero,40.56,8.32,84.99,61.0,0.0,4.7,IT,1593507290
Lagos,6.58,3.75,73.4,100.0,75.0,4.7,NG,1593507290
Barranca,-10.75,-77.77,59.09,90.0,75.0,6.82,PE,1593507291
Coffs Harbour,-30.3,153.13,55.0,87.0,3.0,3.36,AU,1593507075
Bouna,9.27,-3.0,73.45,86.0,100.0,7.7,CI,1593507293
Banfora,10.63,-4.77,77.81,80.0,38.0,7.0,BF,1593507293
Turaif,31.67,38.66,86.0,25.0,0.0,9.17,SA,1593507071
Shakawe,-18.37,21.85,71.89,20.0,0.0,8.25,BW,1593507295
Teacapan,22.55,-105.75,80.51,81.0,97.0,3.51,MX,1593507296
Natchitoches,31.77,-93.13,78.8,94.0,90.0,7.72,US,1593507297
Maltahöhe,-24.83,16.98,60.62,30.0,0.0,9.42,NA,1593507297
Narasannapeta,18.42,84.05,90.48,62.0,42.0,12.53,IN,1593507298
Sungai Raya,0.7,108.9,83.1,79.0,100.0,2.95,ID,1593507299
Mahabalipuram,12.63,80.17,96.8,47.0,40.0,5.82,IN,1593507300
Fairlie,55.76,-4.86,57.0,93.0,63.0,4.0,GB,1593507300
Henties Bay,-22.12,14.28,82.0,13.0,0.0,5.99,NA,1593507302
Sinnamary,5.38,-52.95,77.88,87.0,95.0,8.46,GF,1593507302
Comodoro Rivadavia,-45.87,-67.5,42.8,87.0,75.0,2.24,AR,1593507303
Madimba,-10.4,40.33,80.6,78.0,40.0,13.87,TZ,1593507304
Ozerki,57.62,39.88,66.2,39.0,79.0,4.47,RU,1593507304
Orange Cove,36.62,-119.31,64.4,68.0,1.0,1.74,US,1593507305
Sikeston,36.88,-89.59,78.8,83.0,75.0,11.41,US,1593507306
Sari,36.56,53.06,82.4,61.0,40.0,9.17,IR,1593507307
Camaná,-16.62,-72.71,60.15,82.0,56.0,10.56,PE,1593507307
High Prairie,55.43,-116.49,49.19,89.0,75.0,3.78,CA,1593507309
Beloha,-25.17,45.05,73.44,41.0,21.0,9.31,MG,1593507309
New Waterford,40.85,-80.61,61.0,90.0,0.0,4.18,US,1593507310
Ilulissat,69.22,-51.1,42.8,81.0,40.0,3.36,GL,1593507311
Aykhal,66.0,111.5,87.8,18.0,63.0,2.24,RU,1593507311
Mapiripán,2.89,-72.13,71.29,94.0,47.0,2.93,CO,1593507312
Los Llanos de Aridane,28.66,-17.92,73.4,73.0,75.0,13.87,ES,1593507313
Shirokiy,49.76,129.52,75.36,73.0,1.0,9.37,RU,1593507313
San Patricio,19.22,-104.7,77.56,72.0,77.0,3.67,MX,1593507315
Iqaluit,63.75,-68.51,35.6,88.0,90.0,4.7,CA,1593507316
Herat Province,34.5,62.0,89.6,13.0,20.0,3.36,AF,1593507317
Mildura,-34.2,142.15,59.0,30.0,87.0,5.82,AU,1593507204
Belyy Yar,53.6,91.39,69.8,64.0,100.0,6.71,RU,1593507320
General Roca,-39.03,-67.58,39.2,93.0,75.0,4.7,AR,1593507092
Fare,-16.7,-151.02,78.57,77.0,74.0,24.99,PF,1593507321
Severobaykal'sk,55.65,109.32,67.05,53.0,64.0,1.66,RU,1593507322
São Gabriel da Cachoeira,-0.13,-67.09,71.94,98.0,96.0,1.66,BR,1593507323
Mallaig,54.22,-111.37,52.09,95.0,87.0,5.23,CA,1593507323
Port Augusta,-32.5,137.77,62.6,29.0,0.0,10.29,AU,1593507324
Lampa,-33.28,-70.9,39.2,100.0,3.0,1.19,CL,1593507325
Cedar City,37.68,-113.06,51.8,25.0,1.0,3.09,US,1593507326
Bukachacha,52.98,116.92,79.43,32.0,89.0,7.4,RU,1593507326
Mchinji,-13.8,32.88,70.23,55.0,82.0,8.08,MW,1593507327
Ivdel',60.69,60.42,57.06,49.0,98.0,7.74,RU,1593507328
Maple Creek,49.92,-109.48,57.67,94.0,100.0,8.1,CA,1593507328
Bedelē,8.46,36.35,69.42,87.0,62.0,0.51,ET,1593507329
Quatre Cocos,-20.21,57.76,77.0,73.0,75.0,4.7,MU,1593507330
Buraidah,26.33,43.98,102.2,20.0,0.0,6.93,SA,1593507271
Hare Bay,48.85,-54.01,60.8,100.0,90.0,2.26,CA,1593507331
Mana,5.66,-53.78,78.15,87.0,98.0,9.6,GF,1593507332
Santander Jiménez,24.22,-98.47,76.46,89.0,46.0,9.24,MX,1593507333
Banda Aceh,5.56,95.32,84.88,70.0,84.0,5.48,ID,1593507334
Bayan,46.08,127.4,80.01,45.0,20.0,7.38,CN,1593507335
Riverton,40.52,-111.94,53.6,62.0,90.0,1.5,US,1593507336
Arrondissement de Nevers,46.92,3.33,70.0,68.0,90.0,6.93,FR,1593507336
Sabang,5.89,95.32,83.03,70.0,68.0,3.04,ID,1593507337
Tura,25.52,90.22,83.12,87.0,54.0,4.18,IN,1593507338
Anloga,5.79,0.9,78.8,88.0,75.0,6.93,GH,1593507338
Subate,56.01,25.91,60.91,75.0,98.0,12.35,LV,1593507339
Tocopilla,-22.09,-70.2,60.64,61.0,0.0,6.67,CL,1593507340
Sibu,2.3,111.82,89.6,62.0,40.0,2.24,MY,1593507341
Buchanan,5.88,-10.05,75.2,94.0,75.0,8.9,LR,1593507342
Caconde,-21.53,-46.64,55.8,93.0,98.0,6.46,BR,1593507343
Mossamedes,-15.2,12.15,64.4,100.0,90.0,4.85,AO,1593507343
Rongcheng,30.63,117.85,87.01,94.0,23.0,4.36,CN,1593507344
Bundaberg,-24.85,152.35,64.4,72.0,75.0,4.7,AU,1593507345
Muravlenko,63.79,74.52,54.64,78.0,95.0,20.45,RU,1593507179
Oranjemund,-28.55,16.43,68.94,31.0,0.0,18.84,NA,1593507346
Chekhov,55.14,37.47,69.8,43.0,20.0,11.18,RU,1593507347
Lata,40.16,-8.33,82.0,50.0,0.0,2.93,PT,1593507347
Iisalmi,63.56,27.19,59.0,100.0,90.0,10.29,FI,1593507329
Bafoulabé,13.81,-10.83,85.75,67.0,83.0,8.7,ML,1593507349
Tooele,40.53,-112.3,53.6,71.0,90.0,4.7,US,1593507349
Margate,51.38,1.39,64.99,73.0,96.0,4.0,GB,1593507319
Mount Gambier,-37.83,140.77,48.2,76.0,67.0,9.17,AU,1593507352
Sechura,-5.56,-80.82,64.65,81.0,82.0,10.58,PE,1593507353
Pangnirtung,66.15,-65.71,42.48,70.0,71.0,2.62,CA,1593507355
Padang,-0.95,100.35,84.79,71.0,98.0,2.08,ID,1593507148
Darnah,32.77,22.64,79.92,57.0,0.0,22.68,LY,1593507129
Khrebtovaya,56.7,104.25,84.18,29.0,67.0,6.62,RU,1593507357
Kalispell,48.2,-114.31,53.6,93.0,90.0,10.29,US,1593507358
Mülheim-Kärlich,50.38,7.5,63.0,68.0,67.0,1.01,DE,1593507358
Okhotsk,59.38,143.3,58.82,70.0,48.0,9.44,RU,1593507359
Dāmghān,36.17,54.35,85.62,26.0,0.0,4.36,IR,1593507360
Tornio,65.85,24.15,59.0,87.0,90.0,13.87,FI,1593507360
Huarmey,-10.07,-78.15,60.08,86.0,45.0,7.16,PE,1593507361
Omsukchan,62.53,155.8,56.41,38.0,36.0,17.45,RU,1593507362
Puerto Baquerizo Moreno,-0.9,-89.6,69.8,85.0,80.0,12.26,EC,1593507363
Yakeshi,49.28,120.73,78.31,39.0,89.0,8.14,CN,1593507363
Lakes Entrance,-37.88,147.98,50.0,78.0,72.0,7.85,AU,1593507364
Acapulco de Juárez,16.86,-99.89,79.45,70.0,99.0,6.22,MX,1593507365
Nālūt,30.33,10.85,96.06,16.0,0.0,6.55,LY,1593507365
Plainfield,40.62,-74.42,71.01,77.0,1.0,6.82,US,1593507366
Norman Wells,65.28,-126.83,59.0,82.0,75.0,4.7,CA,1593507367
Fort Smith,35.39,-94.4,80.6,78.0,90.0,3.36,US,1593507100
Clyde River,70.47,-68.59,33.8,100.0,75.0,10.29,CA,1593507368
Ayabaca,-4.64,-79.71,47.75,100.0,1.0,4.23,PE,1593507369
Nelson Bay,-32.72,152.15,54.0,100.0,75.0,2.24,AU,1593507370
Roebourne,-20.78,117.13,81.12,32.0,0.0,9.84,AU,1593507184
Itarema,-2.92,-39.92,74.3,90.0,52.0,10.94,BR,1593507371
Hualmay,-11.1,-77.61,59.76,87.0,12.0,9.1,PE,1593507372
Mexico,15.06,120.72,87.8,58.0,75.0,11.41,PH,1593507373
Portobelo,9.55,-79.65,77.0,94.0,40.0,4.7,PA,1593507373
Jishu,44.32,126.8,75.29,77.0,100.0,6.42,CN,1593507374
Malanje,-9.54,16.34,64.4,88.0,75.0,10.29,AO,1593507375
Zhezkazgan,47.8,67.71,91.4,13.0,75.0,22.37,KZ,1593507375
Swift Current,50.28,-107.8,57.2,100.0,90.0,9.17,CA,1593507376
San Luis,-33.3,-66.34,37.27,89.0,3.0,5.44,AR,1593507377
Xai-Xai,-25.05,33.64,72.28,65.0,9.0,10.63,MZ,1593507378
Sisimiut,66.94,-53.67,44.82,77.0,82.0,5.44,GL,1593507378
Pala,9.36,14.9,81.1,66.0,100.0,3.65,TD,1593507379
Chumikan,54.72,135.31,53.83,95.0,99.0,4.09,RU,1593507380
Necochea,-38.55,-58.74,50.0,87.0,100.0,15.01,AR,1593507381
Saint-Augustin,51.23,-58.65,54.36,89.0,57.0,3.58,CA,1593507381
Beyneu,45.32,55.2,90.43,15.0,90.0,11.27,KZ,1593507382
Rio Grande,-32.03,-52.1,57.0,97.0,100.0,9.35,BR,1593507383
Abbeville,50.1,1.83,64.99,76.0,90.0,13.85,FR,1593507383
Brewster,41.4,-73.62,66.2,88.0,90.0,3.71,US,1593507384
Shetpe,44.17,52.12,87.03,17.0,0.0,13.67,KZ,1593507385
Isfahan,32.66,51.68,91.4,11.0,0.0,9.17,IR,1593507385
Marsaxlokk,35.84,14.54,87.8,43.0,0.0,5.82,MT,1593507386
Aloleng,16.13,119.78,85.3,73.0,37.0,17.56,PH,1593507387
Sambava,-14.27,50.17,77.47,68.0,2.0,14.56,MG,1593507387
Ambilobe,-13.2,49.05,89.15,35.0,0.0,1.36,MG,1593507388
Kibondo,-3.59,30.72,77.13,35.0,86.0,7.07,TZ,1593507390
Exaplatanos,40.98,22.12,89.01,41.0,0.0,11.01,GR,1593507390
Camacha,33.08,-16.33,68.0,88.0,75.0,9.17,PT,1593507391
Iraquara,-12.25,-41.62,60.04,93.0,59.0,2.77,BR,1593507392
Mayo,38.89,-76.51,75.2,73.0,20.0,8.34,US,1593507393
Owando,-0.48,15.9,80.8,69.0,100.0,5.03,CG,1593507393
Hauge i Dalane,58.34,6.28,59.0,80.0,100.0,1.95,NO,1593507394
Berlevåg,70.86,29.09,41.0,93.0,75.0,21.92,NO,1593507395
Yaan,7.38,8.57,73.26,94.0,100.0,4.41,NG,1593507395
Lüderitz,-26.65,15.16,66.2,29.0,0.0,2.24,NA,1593507396
Mehrān,33.12,46.16,91.4,17.0,0.0,6.93,IR,1593507397
Kavaratti,10.57,72.64,84.2,83.0,90.0,13.87,IN,1593507398
Werda,-25.27,23.28,63.34,29.0,0.0,10.47,BW,1593507399
Itaueira,-7.6,-43.03,70.61,70.0,0.0,8.75,BR,1593507400
Mercedes,-34.65,-59.43,51.01,98.0,100.0,4.74,AR,1593507401
Anagé,-14.61,-41.14,66.76,82.0,54.0,0.74,BR,1593507401
Merritt Island,28.54,-80.67,81.0,83.0,1.0,4.7,US,1593507402
Flinders,-34.58,150.86,57.0,69.0,15.0,3.0,AU,1593507403
Qasigiannguit,68.82,-51.19,42.8,81.0,28.0,3.36,GL,1593507404
Rio Brilhante,-21.8,-54.55,67.48,81.0,8.0,7.92,BR,1593507404
Marabba,12.35,32.18,97.63,30.0,25.0,14.72,SD,1593507405
Sal Rei,16.18,-22.92,75.2,69.0,75.0,13.87,CV,1593507406
Evanston,42.04,-87.69,75.99,88.0,75.0,5.82,US,1593507119
Luanda,-8.84,13.23,75.2,78.0,75.0,4.7,AO,1593507275
Anadyr,64.75,177.48,44.6,75.0,40.0,4.47,RU,1593507408
Presidencia Roque Sáenz Peña,-26.79,-60.44,60.39,95.0,99.0,9.64,AR,1593507409
Erzin,36.96,36.2,79.0,81.0,56.0,11.01,TR,1593507409
Pangkalanbuun,-2.68,111.62,80.53,91.0,75.0,4.36,ID,1593507410
Grand Gaube,-20.01,57.66,77.0,67.0,0.0,5.99,MU,1593507411
Sittwe,20.15,92.9,86.97,72.0,21.0,9.66,MM,1593507411
Sistranda,63.73,8.83,53.6,87.0,75.0,16.11,NO,1593507412
Quelimane,-17.88,36.89,77.0,61.0,75.0,9.17,MZ,1593507413
Jambi City,-1.6,103.62,88.93,59.0,41.0,2.73,ID,1593507414
